userId,timestamp,pos,eventName
00045155-a2b2-4a15-88b5-963619623bb0,1741950182805,"{'x': 303.1473388671875, 'y': 595.9691162109375}",touchstart
00045155-a2b2-4a15-88b5-963619623bb0,1741950182867,"{'x': 301.94195556640625, 'y': 587.4813842773438}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1741950182893,"{'x': 300.83709716796875, 'y': 579.2113037109375}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1741950182977,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950182993,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183004,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183021,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183036,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183053,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183073,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183088,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183105,"{'x': 293.60491943359375, 'y': 530.9163208007812}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1741950183107,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183119,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183135,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183150,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183159,"{'x': 294.0067138671875, 'y': 531.9564819335938}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1741950183159,"{'x': 294.0067138671875, 'y': 531.9564819335938}",touchend
00045155-a2b2-4a15-88b5-963619623bb0,1741950183169,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183181,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183199,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183214,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183231,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183246,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183262,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183278,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183326,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183342,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183360,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183375,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183390,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183407,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183423,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183442,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183454,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183472,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950183488,"{'x': 0, 'y': 0}",resize
00045155-a2b2-4a15-88b5-963619623bb0,1741950184128,"{'x': 0, 'y': 0}",load
00045155-a2b2-4a15-88b5-963619623bb0,1741950184142,"{'x': 0, 'y': 0}",pageshow
00045155-a2b2-4a15-88b5-963619623bb0,1741950184880,"{'x': 311.88616943359375, 'y': 828.6201782226562}",touchstart
00045155-a2b2-4a15-88b5-963619623bb0,1741950184922,"{'x': 309.1741027832031, 'y': 820.35009765625}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1741950184932,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950184949,"{'x': 308.0692138671875, 'y': 815.781982421875}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1741950184950,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185004,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185044,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185060,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185076,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185091,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185098,"{'x': 300.4352722167969, 'y': 819.2991333007812}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1741950185099,"{'x': 300.4352722167969, 'y': 819.2991333007812}",touchend
00045155-a2b2-4a15-88b5-963619623bb0,1741950185107,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185123,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185139,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185155,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185172,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185190,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185205,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185219,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185235,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185253,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185267,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185283,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185299,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185315,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185331,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185349,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185364,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185380,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185396,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185415,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950185430,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950186129,"{'x': 303.44866943359375, 'y': 829.0562133789062}",touchstart
00045155-a2b2-4a15-88b5-963619623bb0,1741950186156,"{'x': 301.94195556640625, 'y': 838.632080078125}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1741950186183,"{'x': 300.0334777832031, 'y': 856.913330078125}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1741950186215,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950186231,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950186247,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950186264,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950186282,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950186288,"{'x': 303.8504638671875, 'y': 864.0926513671875}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1741950186289,"{'x': 303.8504638671875, 'y': 864.0926513671875}",touchend
00045155-a2b2-4a15-88b5-963619623bb0,1741950186296,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950186310,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950186327,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1741950186378,"{'x': 0, 'y': 0}",resize
00045155-a2b2-4a15-88b5-963619623bb0,1741950187266,"{'x': 0, 'y': 0}",blur
00045155-a2b2-4a15-88b5-963619623bb0,1741950237009,"{'x': 0, 'y': 0}",focus
00045155-a2b2-4a15-88b5-963619623bb0,1741950238061,"{'x': 0, 'y': 0}",beforeunload
00045155-a2b2-4a15-88b5-963619623bb0,1742149849984,"{'x': 0, 'y': 0}",load
00045155-a2b2-4a15-88b5-963619623bb0,1742149849989,"{'x': 0, 'y': 0}",pageshow
00045155-a2b2-4a15-88b5-963619623bb0,1742149850417,"{'x': 300.83709716796875, 'y': 541.1253662109375}",touchstart
00045155-a2b2-4a15-88b5-963619623bb0,1742149850428,"{'x': 300.0334777832031, 'y': 530.4613037109375}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1742149850453,"{'x': 297.82366943359375, 'y': 512.6153564453125}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1742149850494,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850517,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850534,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850551,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850566,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850584,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850598,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850605,"{'x': 300.0334777832031, 'y': 477.9356384277344}",touchmove
00045155-a2b2-4a15-88b5-963619623bb0,1742149850606,"{'x': 300.0334777832031, 'y': 477.9356384277344}",touchend
00045155-a2b2-4a15-88b5-963619623bb0,1742149850614,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850630,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850647,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850662,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850678,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850694,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850710,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850726,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850746,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850759,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850775,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850791,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850807,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850823,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850840,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850855,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850872,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850887,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850904,"{'x': 0, 'y': 0}",scroll
00045155-a2b2-4a15-88b5-963619623bb0,1742149850920,"{'x': 0, 'y': 0}",scroll
